slice_file_name,fold,classID,class
augmented_0_split_2_1.wav,16,1,0
augmented_0_split_2_2.wav,16,1,0
augmented_0_split_3_0.wav,16,1,0
augmented_0_split_3_1.wav,16,1,0
augmented_0_split_3_2.wav,16,1,0
augmented_0_split_4_0.wav,16,1,0
augmented_0_split_4_1.wav,16,1,0
augmented_0_split_4_2.wav,16,1,0
augmented_0_split_5_0.wav,16,1,0
augmented_0_split_5_1.wav,16,1,0
augmented_0_split_5_2.wav,16,1,0
augmented_0_split_6_0.wav,16,1,0
augmented_0_split_6_1.wav,16,1,0
augmented_0_split_6_2.wav,16,1,0
augmented_0_split_7_0.wav,16,1,0
augmented_0_split_7_1.wav,16,1,0
augmented_0_split_7_2.wav,16,1,0
augmented_0_split_8_0.wav,16,1,0
augmented_0_split_8_1.wav,16,1,0
augmented_0_split_8_2.wav,16,1,0
augmented_0_split_9_0.wav,16,1,0
augmented_0_split_9_1.wav,16,1,0
augmented_0_split_9_2.wav,16,1,0
augmented_1_split_10_0.wav,16,2,1
augmented_1_split_10_1.wav,16,2,1
augmented_1_split_10_2.wav,16,2,1
augmented_1_split_11_0.wav,16,2,1
augmented_1_split_11_1.wav,16,2,1
augmented_1_split_11_2.wav,16,2,1
augmented_1_split_12_0.wav,16,2,1
augmented_1_split_12_1.wav,16,2,1
augmented_1_split_12_2.wav,16,2,1
augmented_1_split_13_0.wav,16,2,1
augmented_1_split_13_1.wav,16,2,1
augmented_1_split_13_2.wav,16,2,1
augmented_1_split_14_0.wav,16,2,1
augmented_1_split_14_1.wav,16,2,1
augmented_1_split_14_2.wav,16,2,1
augmented_1_split_15_0.wav,16,2,1
augmented_1_split_15_1.wav,16,2,1
augmented_1_split_15_2.wav,16,2,1
augmented_1_split_16_0.wav,16,2,1
augmented_1_split_16_1.wav,16,2,1
augmented_1_split_16_2.wav,16,2,1
augmented_1_split_17_0.wav,16,2,1
augmented_1_split_17_1.wav,16,2,1
augmented_1_split_17_2.wav,16,2,1
augmented_1_split_18_0.wav,16,2,1
augmented_1_split_18_1.wav,16,2,1
augmented_1_split_18_2.wav,16,2,1
augmented_1_split_19_0.wav,16,2,1
augmented_1_split_19_1.wav,16,2,1
augmented_1_split_19_2.wav,16,2,1
augmented_1_split_1_0.wav,16,2,1
augmented_1_split_1_1.wav,16,2,1
augmented_1_split_1_2.wav,16,2,1
augmented_1_split_20_0.wav,16,2,1
augmented_1_split_20_1.wav,16,2,1
augmented_1_split_20_2.wav,16,2,1
augmented_1_split_21_0.wav,16,2,1
augmented_1_split_21_1.wav,16,2,1
augmented_1_split_21_2.wav,16,2,1
augmented_1_split_22_0.wav,16,2,1
augmented_1_split_22_1.wav,16,2,1
augmented_1_split_22_2.wav,16,2,1
augmented_1_split_23_0.wav,16,2,1
augmented_1_split_23_1.wav,16,2,1
augmented_1_split_23_2.wav,16,2,1
augmented_1_split_24_0.wav,16,2,1
augmented_1_split_24_1.wav,16,2,1
augmented_1_split_24_2.wav,16,2,1
augmented_1_split_25_0.wav,16,2,1
augmented_1_split_25_1.wav,16,2,1
augmented_1_split_25_2.wav,16,2,1
augmented_1_split_2_0.wav,16,2,1
augmented_1_split_2_1.wav,16,2,1
augmented_1_split_2_2.wav,16,2,1
augmented_1_split_3_0.wav,16,2,1
augmented_1_split_3_1.wav,16,2,1
augmented_1_split_3_2.wav,16,2,1
augmented_1_split_4_0.wav,16,2,1
augmented_1_split_4_1.wav,16,2,1
augmented_1_split_4_2.wav,16,2,1
augmented_1_split_5_0.wav,16,2,1
augmented_1_split_5_1.wav,16,2,1
augmented_1_split_5_2.wav,16,2,1
augmented_1_split_6_0.wav,16,2,1
augmented_1_split_6_1.wav,16,2,1
augmented_1_split_6_2.wav,16,2,1
augmented_1_split_7_0.wav,16,2,1
augmented_1_split_7_1.wav,16,2,1
augmented_1_split_7_2.wav,16,2,1
augmented_1_split_8_0.wav,16,2,1
augmented_1_split_8_1.wav,16,2,1
augmented_1_split_8_2.wav,16,2,1
augmented_1_split_9_0.wav,16,2,1
augmented_1_split_9_1.wav,16,2,1
augmented_1_split_9_2.wav,16,2,1
augmented_2_split_10_0.wav,16,3,2
augmented_2_split_10_1.wav,16,3,2
augmented_2_split_10_2.wav,16,3,2
augmented_2_split_11_0.wav,16,3,2
augmented_2_split_11_1.wav,16,3,2
augmented_2_split_11_2.wav,16,3,2
augmented_2_split_12_0.wav,16,3,2
augmented_2_split_12_1.wav,16,3,2
augmented_2_split_12_2.wav,16,3,2
augmented_2_split_13_0.wav,16,3,2
augmented_2_split_13_1.wav,16,3,2
augmented_2_split_13_2.wav,16,3,2
augmented_2_split_14_0.wav,16,3,2
augmented_2_split_14_1.wav,16,3,2
augmented_2_split_14_2.wav,16,3,2
augmented_2_split_15_0.wav,16,3,2
augmented_2_split_15_1.wav,16,3,2
augmented_2_split_15_2.wav,16,3,2
augmented_2_split_16_0.wav,16,3,2
augmented_2_split_16_1.wav,16,3,2
augmented_2_split_16_2.wav,16,3,2
augmented_2_split_17_0.wav,16,3,2
augmented_2_split_17_1.wav,16,3,2
augmented_2_split_17_2.wav,16,3,2
augmented_2_split_18_0.wav,16,3,2
augmented_2_split_18_1.wav,16,3,2
augmented_2_split_18_2.wav,16,3,2
augmented_2_split_19_0.wav,16,3,2
augmented_2_split_19_1.wav,16,3,2
augmented_2_split_19_2.wav,16,3,2
augmented_2_split_1_0.wav,16,3,2
augmented_2_split_1_1.wav,16,3,2
augmented_2_split_1_2.wav,16,3,2
augmented_2_split_20_0.wav,16,3,2
augmented_2_split_20_1.wav,16,3,2
augmented_2_split_20_2.wav,16,3,2
augmented_2_split_21_0.wav,16,3,2
augmented_2_split_21_1.wav,16,3,2
augmented_2_split_21_2.wav,16,3,2
augmented_2_split_22_0.wav,16,3,2
augmented_2_split_22_1.wav,16,3,2
augmented_2_split_22_2.wav,16,3,2
augmented_2_split_23_0.wav,16,3,2
augmented_2_split_23_1.wav,16,3,2
augmented_2_split_23_2.wav,16,3,2
augmented_2_split_24_0.wav,16,3,2
augmented_2_split_24_1.wav,16,3,2
augmented_2_split_24_2.wav,16,3,2
augmented_2_split_25_0.wav,16,3,2
augmented_2_split_25_1.wav,16,3,2
augmented_2_split_25_2.wav,16,3,2
augmented_2_split_2_0.wav,16,3,2
augmented_2_split_2_1.wav,16,3,2
augmented_2_split_2_2.wav,16,3,2
augmented_2_split_3_0.wav,16,3,2
augmented_2_split_3_1.wav,16,3,2
augmented_2_split_3_2.wav,16,3,2
augmented_2_split_4_0.wav,16,3,2
augmented_2_split_4_1.wav,16,3,2
augmented_2_split_4_2.wav,16,3,2
augmented_2_split_5_0.wav,16,3,2
augmented_2_split_5_1.wav,16,3,2
augmented_2_split_5_2.wav,16,3,2
augmented_2_split_6_0.wav,16,3,2
augmented_2_split_6_1.wav,16,3,2
augmented_2_split_6_2.wav,16,3,2
augmented_2_split_7_0.wav,16,3,2
augmented_2_split_7_1.wav,16,3,2
augmented_2_split_7_2.wav,16,3,2
augmented_2_split_8_0.wav,16,3,2
augmented_2_split_8_1.wav,16,3,2
augmented_2_split_8_2.wav,16,3,2
augmented_2_split_9_0.wav,16,3,2
augmented_2_split_9_1.wav,16,3,2
augmented_2_split_9_2.wav,16,3,2
augmented_3_split_10_0.wav,16,4,3
augmented_3_split_10_1.wav,16,4,3
augmented_3_split_10_2.wav,16,4,3
augmented_3_split_11_0.wav,16,4,3
augmented_3_split_11_1.wav,16,4,3
augmented_3_split_11_2.wav,16,4,3
augmented_3_split_12_0.wav,16,4,3
augmented_3_split_12_1.wav,16,4,3
augmented_3_split_12_2.wav,16,4,3
augmented_3_split_13_0.wav,16,4,3
augmented_3_split_13_1.wav,16,4,3
augmented_3_split_13_2.wav,16,4,3
augmented_3_split_14_0.wav,16,4,3
augmented_3_split_14_1.wav,16,4,3
augmented_3_split_14_2.wav,16,4,3
augmented_3_split_15_0.wav,16,4,3
augmented_3_split_15_1.wav,16,4,3
augmented_3_split_15_2.wav,16,4,3
augmented_3_split_16_0.wav,16,4,3
augmented_3_split_16_1.wav,16,4,3
augmented_3_split_16_2.wav,16,4,3
augmented_3_split_17_0.wav,16,4,3
augmented_3_split_17_1.wav,16,4,3
augmented_3_split_17_2.wav,16,4,3
augmented_3_split_18_0.wav,16,4,3
augmented_3_split_18_1.wav,16,4,3
augmented_3_split_18_2.wav,16,4,3
augmented_3_split_19_0.wav,16,4,3
augmented_3_split_19_1.wav,16,4,3
augmented_3_split_19_2.wav,16,4,3
augmented_3_split_1_0.wav,16,4,3
augmented_3_split_1_1.wav,16,4,3
augmented_3_split_1_2.wav,16,4,3
augmented_3_split_20_0.wav,16,4,3
augmented_3_split_20_1.wav,16,4,3
augmented_3_split_20_2.wav,16,4,3
augmented_3_split_21_0.wav,16,4,3
augmented_3_split_21_1.wav,16,4,3
augmented_3_split_21_2.wav,16,4,3
augmented_3_split_22_0.wav,16,4,3
augmented_3_split_22_1.wav,16,4,3
augmented_3_split_22_2.wav,16,4,3
augmented_3_split_23_0.wav,16,4,3
augmented_3_split_23_1.wav,16,4,3
augmented_3_split_23_2.wav,16,4,3
augmented_3_split_24_0.wav,16,4,3
augmented_3_split_24_1.wav,16,4,3
augmented_3_split_24_2.wav,16,4,3
augmented_3_split_25_0.wav,16,4,3
augmented_3_split_25_1.wav,16,4,3
augmented_3_split_25_2.wav,16,4,3
augmented_3_split_2_0.wav,16,4,3
augmented_3_split_2_1.wav,16,4,3
augmented_3_split_2_2.wav,16,4,3
augmented_3_split_3_0.wav,16,4,3
augmented_3_split_3_1.wav,16,4,3
augmented_3_split_3_2.wav,16,4,3
augmented_3_split_4_0.wav,16,4,3
augmented_3_split_4_1.wav,16,4,3
augmented_3_split_4_2.wav,16,4,3
augmented_3_split_5_0.wav,16,4,3
augmented_3_split_5_1.wav,16,4,3
augmented_3_split_5_2.wav,16,4,3
augmented_3_split_6_0.wav,16,4,3
augmented_3_split_6_1.wav,16,4,3
augmented_3_split_6_2.wav,16,4,3
augmented_3_split_7_0.wav,16,4,3
augmented_3_split_7_1.wav,16,4,3
augmented_3_split_7_2.wav,16,4,3
augmented_3_split_8_0.wav,16,4,3
augmented_3_split_8_1.wav,16,4,3
augmented_3_split_8_2.wav,16,4,3
augmented_3_split_9_0.wav,16,4,3
augmented_3_split_9_1.wav,16,4,3
augmented_3_split_9_2.wav,16,4,3
augmented_4_split_10_0.wav,16,5,4
augmented_4_split_10_1.wav,16,5,4
augmented_4_split_10_2.wav,16,5,4
augmented_4_split_11_0.wav,16,5,4
augmented_4_split_11_1.wav,16,5,4
augmented_4_split_11_2.wav,16,5,4
augmented_4_split_12_0.wav,16,5,4
augmented_4_split_12_1.wav,16,5,4
augmented_4_split_12_2.wav,16,5,4
augmented_4_split_13_0.wav,16,5,4
augmented_4_split_13_1.wav,16,5,4
augmented_4_split_13_2.wav,16,5,4
augmented_4_split_14_0.wav,16,5,4
augmented_4_split_14_1.wav,16,5,4
augmented_4_split_14_2.wav,16,5,4
augmented_4_split_15_0.wav,16,5,4
augmented_4_split_15_1.wav,16,5,4
augmented_4_split_15_2.wav,16,5,4
augmented_4_split_16_0.wav,16,5,4
augmented_4_split_16_1.wav,16,5,4
augmented_4_split_16_2.wav,16,5,4
augmented_4_split_17_0.wav,16,5,4
augmented_4_split_17_1.wav,16,5,4
augmented_4_split_17_2.wav,16,5,4
augmented_4_split_18_0.wav,16,5,4
augmented_4_split_18_1.wav,16,5,4
augmented_4_split_18_2.wav,16,5,4
augmented_4_split_19_0.wav,16,5,4
augmented_4_split_19_1.wav,16,5,4
augmented_4_split_19_2.wav,16,5,4
augmented_4_split_1_0.wav,16,5,4
augmented_4_split_1_1.wav,16,5,4
augmented_4_split_1_2.wav,16,5,4
augmented_4_split_20_0.wav,16,5,4
augmented_4_split_20_1.wav,16,5,4
augmented_4_split_20_2.wav,16,5,4
augmented_4_split_21_0.wav,16,5,4
augmented_4_split_21_1.wav,16,5,4
augmented_4_split_21_2.wav,16,5,4
augmented_4_split_22_0.wav,16,5,4
augmented_4_split_22_1.wav,16,5,4
augmented_4_split_22_2.wav,16,5,4
augmented_4_split_23_0.wav,16,5,4
augmented_4_split_23_1.wav,16,5,4
augmented_4_split_23_2.wav,16,5,4
augmented_4_split_24_0.wav,16,5,4
augmented_4_split_24_1.wav,16,5,4
augmented_4_split_24_2.wav,16,5,4
augmented_4_split_25_0.wav,16,5,4
augmented_4_split_25_1.wav,16,5,4
augmented_4_split_25_2.wav,16,5,4
augmented_4_split_2_0.wav,16,5,4
augmented_4_split_2_1.wav,16,5,4
augmented_4_split_2_2.wav,16,5,4
augmented_4_split_3_0.wav,16,5,4
augmented_4_split_3_1.wav,16,5,4
augmented_4_split_3_2.wav,16,5,4
augmented_4_split_4_0.wav,16,5,4
augmented_4_split_4_1.wav,16,5,4
augmented_4_split_4_2.wav,16,5,4
augmented_4_split_5_0.wav,16,5,4
augmented_4_split_5_1.wav,16,5,4
augmented_4_split_5_2.wav,16,5,4
augmented_4_split_6_0.wav,16,5,4
augmented_4_split_6_1.wav,16,5,4
augmented_4_split_6_2.wav,16,5,4
augmented_4_split_7_0.wav,16,5,4
augmented_4_split_7_1.wav,16,5,4
augmented_4_split_7_2.wav,16,5,4
augmented_4_split_8_0.wav,16,5,4
augmented_4_split_8_1.wav,16,5,4
augmented_4_split_8_2.wav,16,5,4
augmented_4_split_9_0.wav,16,5,4
augmented_4_split_9_1.wav,16,5,4
augmented_4_split_9_2.wav,16,5,4
augmented_5_split_10_0.wav,16,6,5
augmented_5_split_10_1.wav,16,6,5
augmented_5_split_10_2.wav,16,6,5
augmented_5_split_11_0.wav,16,6,5
augmented_5_split_11_1.wav,16,6,5
augmented_5_split_11_2.wav,16,6,5
augmented_5_split_12_0.wav,16,6,5
augmented_5_split_12_1.wav,16,6,5
augmented_5_split_12_2.wav,16,6,5
augmented_5_split_13_0.wav,16,6,5
augmented_5_split_13_1.wav,16,6,5
augmented_5_split_13_2.wav,16,6,5
augmented_5_split_14_0.wav,16,6,5
augmented_5_split_14_1.wav,16,6,5
augmented_5_split_14_2.wav,16,6,5
augmented_5_split_15_0.wav,16,6,5
augmented_5_split_15_1.wav,16,6,5
augmented_5_split_15_2.wav,16,6,5
augmented_5_split_16_0.wav,16,6,5
augmented_5_split_16_1.wav,16,6,5
augmented_5_split_16_2.wav,16,6,5
augmented_5_split_17_0.wav,16,6,5
augmented_5_split_17_1.wav,16,6,5
augmented_5_split_17_2.wav,16,6,5
augmented_5_split_18_0.wav,16,6,5
augmented_5_split_18_1.wav,16,6,5
augmented_5_split_18_2.wav,16,6,5
augmented_5_split_19_0.wav,16,6,5
augmented_5_split_19_1.wav,16,6,5
augmented_5_split_19_2.wav,16,6,5
augmented_5_split_1_0.wav,16,6,5
augmented_5_split_1_1.wav,16,6,5
augmented_5_split_1_2.wav,16,6,5
augmented_5_split_20_0.wav,16,6,5
augmented_5_split_20_1.wav,16,6,5
augmented_5_split_20_2.wav,16,6,5
augmented_5_split_21_0.wav,16,6,5
augmented_5_split_21_1.wav,16,6,5
augmented_5_split_21_2.wav,16,6,5
augmented_5_split_22_0.wav,16,6,5
augmented_5_split_22_1.wav,16,6,5
augmented_5_split_22_2.wav,16,6,5
augmented_5_split_23_0.wav,16,6,5
augmented_5_split_23_1.wav,16,6,5
augmented_5_split_23_2.wav,16,6,5
augmented_5_split_24_0.wav,16,6,5
augmented_5_split_24_1.wav,16,6,5
augmented_5_split_24_2.wav,16,6,5
augmented_5_split_25_0.wav,16,6,5
augmented_5_split_25_1.wav,16,6,5
augmented_5_split_25_2.wav,16,6,5
augmented_5_split_2_0.wav,16,6,5
augmented_5_split_2_1.wav,16,6,5
augmented_5_split_2_2.wav,16,6,5
augmented_5_split_3_0.wav,16,6,5
augmented_5_split_3_1.wav,16,6,5
augmented_5_split_3_2.wav,16,6,5
augmented_5_split_4_0.wav,16,6,5
augmented_5_split_4_1.wav,16,6,5
augmented_5_split_4_2.wav,16,6,5
augmented_5_split_5_0.wav,16,6,5
augmented_5_split_5_1.wav,16,6,5
augmented_5_split_5_2.wav,16,6,5
augmented_5_split_6_0.wav,16,6,5
augmented_5_split_6_1.wav,16,6,5
augmented_5_split_6_2.wav,16,6,5
augmented_5_split_7_0.wav,16,6,5
augmented_5_split_7_1.wav,16,6,5
augmented_5_split_7_2.wav,16,6,5
augmented_5_split_8_0.wav,16,6,5
augmented_5_split_8_1.wav,16,6,5
augmented_5_split_8_2.wav,16,6,5
augmented_5_split_9_0.wav,16,6,5
augmented_5_split_9_1.wav,16,6,5
augmented_5_split_9_2.wav,16,6,5
augmented_6_split_10_0.wav,16,7,6
augmented_6_split_10_1.wav,16,7,6
augmented_6_split_10_2.wav,16,7,6
augmented_6_split_11_0.wav,16,7,6
augmented_6_split_11_1.wav,16,7,6
augmented_6_split_11_2.wav,16,7,6
augmented_6_split_12_0.wav,16,7,6
augmented_6_split_12_1.wav,16,7,6
augmented_6_split_12_2.wav,16,7,6
augmented_6_split_13_0.wav,16,7,6
augmented_6_split_13_1.wav,16,7,6
augmented_6_split_13_2.wav,16,7,6
augmented_6_split_14_0.wav,16,7,6
augmented_6_split_14_1.wav,16,7,6
augmented_6_split_14_2.wav,16,7,6
augmented_6_split_15_0.wav,16,7,6
augmented_6_split_15_1.wav,16,7,6
augmented_6_split_15_2.wav,16,7,6
augmented_6_split_16_0.wav,16,7,6
augmented_6_split_16_1.wav,16,7,6
augmented_6_split_16_2.wav,16,7,6
augmented_6_split_17_0.wav,16,7,6
augmented_6_split_17_1.wav,16,7,6
augmented_6_split_17_2.wav,16,7,6
augmented_6_split_18_0.wav,16,7,6
augmented_6_split_18_1.wav,16,7,6
augmented_6_split_18_2.wav,16,7,6
augmented_6_split_19_0.wav,16,7,6
augmented_6_split_19_1.wav,16,7,6
augmented_6_split_19_2.wav,16,7,6
augmented_6_split_1_0.wav,16,7,6
augmented_6_split_1_1.wav,16,7,6
augmented_6_split_1_2.wav,16,7,6
augmented_6_split_20_0.wav,16,7,6
augmented_6_split_20_1.wav,16,7,6
augmented_6_split_20_2.wav,16,7,6
augmented_6_split_21_0.wav,16,7,6
augmented_6_split_21_1.wav,16,7,6
augmented_6_split_21_2.wav,16,7,6
augmented_6_split_22_0.wav,16,7,6
augmented_6_split_22_1.wav,16,7,6
augmented_6_split_22_2.wav,16,7,6
augmented_6_split_23_0.wav,16,7,6
augmented_6_split_23_1.wav,16,7,6
augmented_6_split_23_2.wav,16,7,6
augmented_6_split_24_0.wav,16,7,6
augmented_6_split_24_1.wav,16,7,6
augmented_6_split_24_2.wav,16,7,6
augmented_6_split_25_0.wav,16,7,6
augmented_6_split_25_1.wav,16,7,6
augmented_6_split_25_2.wav,16,7,6
augmented_6_split_2_0.wav,16,7,6
augmented_6_split_2_1.wav,16,7,6
augmented_6_split_2_2.wav,16,7,6
augmented_6_split_3_0.wav,16,7,6
augmented_6_split_3_1.wav,16,7,6
augmented_6_split_3_2.wav,16,7,6
augmented_6_split_4_0.wav,16,7,6
augmented_6_split_4_1.wav,16,7,6
augmented_6_split_4_2.wav,16,7,6
augmented_6_split_5_0.wav,16,7,6
augmented_6_split_5_1.wav,16,7,6
augmented_6_split_5_2.wav,16,7,6
augmented_6_split_6_0.wav,16,7,6
augmented_6_split_6_1.wav,16,7,6
augmented_6_split_6_2.wav,16,7,6
augmented_6_split_7_0.wav,16,7,6
augmented_6_split_7_1.wav,16,7,6
augmented_6_split_7_2.wav,16,7,6
augmented_6_split_8_0.wav,16,7,6
augmented_6_split_8_1.wav,16,7,6
augmented_6_split_8_2.wav,16,7,6
augmented_6_split_9_0.wav,16,7,6
augmented_6_split_9_1.wav,16,7,6
augmented_6_split_9_2.wav,16,7,6
augmented_7_split_10_0.wav,16,8,7
augmented_7_split_10_1.wav,16,8,7
augmented_7_split_10_2.wav,16,8,7
augmented_7_split_11_0.wav,16,8,7
augmented_7_split_11_1.wav,16,8,7
augmented_7_split_11_2.wav,16,8,7
augmented_7_split_12_0.wav,16,8,7
augmented_7_split_12_1.wav,16,8,7
augmented_7_split_12_2.wav,16,8,7
augmented_7_split_13_0.wav,16,8,7
augmented_7_split_13_1.wav,16,8,7
augmented_7_split_13_2.wav,16,8,7
augmented_7_split_14_0.wav,16,8,7
augmented_7_split_14_1.wav,16,8,7
augmented_7_split_14_2.wav,16,8,7
augmented_7_split_15_0.wav,16,8,7
augmented_7_split_15_1.wav,16,8,7
augmented_7_split_15_2.wav,16,8,7
augmented_7_split_16_0.wav,16,8,7
augmented_7_split_16_1.wav,16,8,7
augmented_7_split_16_2.wav,16,8,7
augmented_7_split_17_0.wav,16,8,7
augmented_7_split_17_1.wav,16,8,7
augmented_7_split_17_2.wav,16,8,7
augmented_7_split_18_0.wav,16,8,7
augmented_7_split_18_1.wav,16,8,7
augmented_7_split_18_2.wav,16,8,7
augmented_7_split_19_0.wav,16,8,7
augmented_7_split_19_1.wav,16,8,7
augmented_7_split_19_2.wav,16,8,7
augmented_7_split_1_0.wav,16,8,7
augmented_7_split_1_1.wav,16,8,7
augmented_7_split_1_2.wav,16,8,7
augmented_7_split_20_0.wav,16,8,7
augmented_7_split_20_1.wav,16,8,7
augmented_7_split_20_2.wav,16,8,7
augmented_7_split_21_0.wav,16,8,7
augmented_7_split_21_1.wav,16,8,7
augmented_7_split_21_2.wav,16,8,7
augmented_7_split_22_0.wav,16,8,7
augmented_7_split_22_1.wav,16,8,7
augmented_7_split_22_2.wav,16,8,7
augmented_7_split_23_0.wav,16,8,7
augmented_7_split_23_1.wav,16,8,7
augmented_7_split_23_2.wav,16,8,7
augmented_7_split_24_0.wav,16,8,7
augmented_7_split_24_1.wav,16,8,7
augmented_7_split_24_2.wav,16,8,7
augmented_7_split_25_0.wav,16,8,7
augmented_7_split_25_1.wav,16,8,7
augmented_7_split_25_2.wav,16,8,7
augmented_7_split_2_0.wav,16,8,7
augmented_7_split_2_1.wav,16,8,7
augmented_7_split_2_2.wav,16,8,7
augmented_7_split_3_0.wav,16,8,7
augmented_7_split_3_1.wav,16,8,7
augmented_7_split_3_2.wav,16,8,7
augmented_7_split_4_0.wav,16,8,7
augmented_7_split_4_1.wav,16,8,7
augmented_7_split_4_2.wav,16,8,7
augmented_7_split_5_0.wav,16,8,7
augmented_7_split_5_1.wav,16,8,7
augmented_7_split_5_2.wav,16,8,7
augmented_7_split_6_0.wav,16,8,7
augmented_7_split_6_1.wav,16,8,7
augmented_7_split_6_2.wav,16,8,7
augmented_7_split_7_0.wav,16,8,7
augmented_7_split_7_1.wav,16,8,7
augmented_7_split_7_2.wav,16,8,7
augmented_7_split_8_0.wav,16,8,7
augmented_7_split_8_1.wav,16,8,7
augmented_7_split_8_2.wav,16,8,7
augmented_7_split_9_0.wav,16,8,7
augmented_7_split_9_1.wav,16,8,7
augmented_7_split_9_2.wav,16,8,7
augmented_8_split_10_0.wav,16,9,8
augmented_8_split_10_1.wav,16,9,8
augmented_8_split_10_2.wav,16,9,8
augmented_8_split_11_0.wav,16,9,8
augmented_8_split_11_1.wav,16,9,8
augmented_8_split_11_2.wav,16,9,8
augmented_8_split_12_0.wav,16,9,8
augmented_8_split_12_1.wav,16,9,8
augmented_8_split_12_2.wav,16,9,8
augmented_8_split_13_0.wav,16,9,8
augmented_8_split_13_1.wav,16,9,8
augmented_8_split_13_2.wav,16,9,8
augmented_8_split_14_0.wav,16,9,8
augmented_8_split_14_1.wav,16,9,8
augmented_8_split_14_2.wav,16,9,8
augmented_8_split_15_0.wav,16,9,8
augmented_8_split_15_1.wav,16,9,8
augmented_8_split_15_2.wav,16,9,8
augmented_8_split_16_0.wav,16,9,8
augmented_8_split_16_1.wav,16,9,8
augmented_8_split_16_2.wav,16,9,8
augmented_8_split_17_0.wav,16,9,8
augmented_8_split_17_1.wav,16,9,8
augmented_8_split_17_2.wav,16,9,8
augmented_8_split_18_0.wav,16,9,8
augmented_8_split_18_1.wav,16,9,8
augmented_8_split_18_2.wav,16,9,8
augmented_8_split_19_0.wav,16,9,8
augmented_8_split_19_1.wav,16,9,8
augmented_8_split_19_2.wav,16,9,8
augmented_8_split_1_0.wav,16,9,8
augmented_8_split_1_1.wav,16,9,8
augmented_8_split_1_2.wav,16,9,8
augmented_8_split_20_0.wav,16,9,8
augmented_8_split_20_1.wav,16,9,8
augmented_8_split_20_2.wav,16,9,8
augmented_8_split_21_0.wav,16,9,8
augmented_8_split_21_1.wav,16,9,8
augmented_8_split_21_2.wav,16,9,8
augmented_8_split_22_0.wav,16,9,8
augmented_8_split_22_1.wav,16,9,8
augmented_8_split_22_2.wav,16,9,8
augmented_8_split_23_0.wav,16,9,8
augmented_8_split_23_1.wav,16,9,8
augmented_8_split_23_2.wav,16,9,8
augmented_8_split_24_0.wav,16,9,8
augmented_8_split_24_1.wav,16,9,8
augmented_8_split_24_2.wav,16,9,8
augmented_8_split_25_0.wav,16,9,8
augmented_8_split_25_1.wav,16,9,8
augmented_8_split_25_2.wav,16,9,8
augmented_8_split_2_0.wav,16,9,8
augmented_8_split_2_1.wav,16,9,8
augmented_8_split_2_2.wav,16,9,8
augmented_8_split_3_0.wav,16,9,8
augmented_8_split_3_1.wav,16,9,8
augmented_8_split_3_2.wav,16,9,8
augmented_8_split_4_0.wav,16,9,8
augmented_8_split_4_1.wav,16,9,8
augmented_8_split_4_2.wav,16,9,8
augmented_8_split_5_0.wav,16,9,8
augmented_8_split_5_1.wav,16,9,8
augmented_8_split_5_2.wav,16,9,8
augmented_8_split_6_0.wav,16,9,8
augmented_8_split_6_1.wav,16,9,8
